"merged_id","merged_file","batch","original_file","selection_tier","sample_origin","source_group","source_reference","source_page","rights","visual_note","sha256","bytes","source_path"
"B4-023","B4_023__01_CORE_023__OPEN_COLLECTION__OC05.jpg","web_batch4_20260716","01_CORE_023__OPEN_COLLECTION__OC05.jpg","core","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC05","https://www.metmuseum.org/art/collection/search/340739","CC0","monochrome continuous vine; outer presentation frames removed","41aa4c23775da88c2b84dae0687230415176b6f3c09472134a2c2686f88275f1","670689","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_023__OPEN_COLLECTION__OC05.jpg"
"B4-024","B4_024__01_CORE_024__OPEN_COLLECTION__OC06.jpg","web_batch4_20260716","01_CORE_024__OPEN_COLLECTION__OC06.jpg","core","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC06","https://www.metmuseum.org/art/collection/search/385102","CC0","left vertical plant-scroll study rotated into a horizontal strip","e97884ba4e772d71bd9888ef01fb62859dcbd6a17a7b52efd8bd32af7086ab13","774108","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_024__OPEN_COLLECTION__OC06.jpg"
"B4-025","B4_025__01_CORE_025__OPEN_COLLECTION__OC08.jpg","web_batch4_20260716","01_CORE_025__OPEN_COLLECTION__OC08.jpg","core","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC08","https://commons.wikimedia.org/wiki/File:Floral_ornament_border_from_S%C3%A6mmtliche_Gedichte_Michelangelo%E2%80%99s,_Leipzig_1875,_p._11.png","Public Domain","high-contrast black linework with interlaced stems, flowers, and secondary curls","a882d74e1d98963af8dd93d0d10b2355b30e2fda4199dcaa351507ff363dccf1","990230","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_025__OPEN_COLLECTION__OC08.jpg"
"B4-026","B4_026__02_AUX_001__CN_WEB_1__CNU006.png","web_batch4_20260716","02_AUX_001__CN_WEB_1__CNU006.png","auxiliary","real_lineart","Baidu","baidu_tashuo_scroll_studies.jpg","https://wapbaike.baidu.com/tashuo/browse/content?id=0973544b7b269d26d67cdc38","No open licence found; research screening only","花叶密集但循环父干成立","2aca2fa0241acf6fbba950089ca404b1125bf06bd0b59eecd6717cd46b338b4d","219494","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_001__CN_WEB_1__CNU006.png"
"B4-027","B4_027__02_AUX_002__CN_WEB_1__CNU012.png","web_batch4_20260716","02_AUX_002__CN_WEB_1__CNU012.png","auxiliary","real_lineart","Sina","sina_01.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","抽象叶瓣闭环重复，父干较简化","6e8245506fba872251355d8107b712b2b0182ed96857dce7e0434d4ef1d08364","65102","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_002__CN_WEB_1__CNU012.png"
"B4-028","B4_028__02_AUX_003__CN_WEB_1__CNU022.png","web_batch4_20260716","02_AUX_003__CN_WEB_1__CNU022.png","auxiliary","real_lineart","Jicai","jicai_03.jpg","https://www.jicaizhipin.com/a/news/printingdesign/235.html","No open licence found; research screening only","交替叶片沿单一波形干线重复","faf81a7d433eab909b049c39dd09041e96e2472b399a58293ab48ac4151ea451","264148","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_003__CN_WEB_1__CNU022.png"
"B4-029","B4_029__02_AUX_004__CN_WEB_1__CNU023.png","web_batch4_20260716","02_AUX_004__CN_WEB_1__CNU023.png","auxiliary","real_lineart","Jicai","jicai_17.jpg","https://www.jicaizhipin.com/a/news/printingdesign/235.html","No open licence found; research screening only","叶片扇形单元沿连续底藤重复","7299f1b27811e59bea89b6b86fb4239a5e4c537873c1871360f12fb1f0b19267","291529","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_004__CN_WEB_1__CNU023.png"
"B4-030","B4_030__02_AUX_005__CN_WEB_1__CNU024.png","web_batch4_20260716","02_AUX_005__CN_WEB_1__CNU024.png","auxiliary","real_lineart","Sohu","sohu_02.jpeg","https://www.sohu.com/a/206052358_780733","No open licence found; research screening only","上排花叶循环边饰，局部父干较密","8b549587599f625ccc4827749dd6fe9daedfac62a19b36079e8a7e982f887410","49332","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_005__CN_WEB_1__CNU024.png"
"B4-031","B4_031__02_AUX_006__NGA__NGA02.jpg","web_batch4_20260716","02_AUX_006__NGA__NGA02.jpg","auxiliary","real_lineart","National Gallery of Art","NGA artwork 28168 / accession 1943.8.16077","https://www.nga.gov/artworks/28168-wall-paper-border","Public domain; NGA Open Access","Flat painted repeat with a visible winding stem, attached leaves, and repeated flower nodes; color reference only.","a1d356eaf6e249c2812ad7c4b5f3a70862fef806fb721510385a23253a6c74d5","766663","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_006__NGA__NGA02.jpg"
"B4-032","B4_032__02_AUX_007__OPEN_COLLECTION__OC01.jpg","web_batch4_20260716","02_AUX_007__OPEN_COLLECTION__OC01.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC01","https://commons.wikimedia.org/wiki/File:Drawing,_Design_for_Woven_Horizontal_Border,_1800%E2%80%931830_(CH_18163091).jpg","Public Domain","flat colour drawing; clear repeated floral scroll, reconstruction reference only","1d42cbb42e0717c8deefadc7adcdc6b98641bf9e2583327a3a399644b5771220","2212683","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_007__OPEN_COLLECTION__OC01.jpg"
"B4-033","B4_033__02_AUX_008__OPEN_COLLECTION__OC02.jpg","web_batch4_20260716","02_AUX_008__OPEN_COLLECTION__OC02.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC02","https://www.metmuseum.org/art/collection/search/362199","CC0","monochrome line drawing, but palmettes dominate and the parent-child vine hierarchy is weak","6b9a870242f3bfa3438a92160dbaeb9ae7c7f69bd2fb8259d369b04d6cf3804f","1849725","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_008__OPEN_COLLECTION__OC02.jpg"
"B4-034","B4_034__02_AUX_009__OPEN_COLLECTION__OC06.jpg","web_batch4_20260716","02_AUX_009__OPEN_COLLECTION__OC06.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC06","https://www.metmuseum.org/art/collection/search/385102","CC0","right vertical plant-scroll study rotated into a horizontal strip; architectural framework weakens the plant hierarchy; same source as OC06 left","3d755b0455454f1657fceabb15c4bfb8bb05a02a91b43a57f9889f31fde7207f","632436","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_009__OPEN_COLLECTION__OC06.jpg"
"B4-035","B4_035__02_AUX_010__OPEN_COLLECTION__OC07.jpg","web_batch4_20260716","02_AUX_010__OPEN_COLLECTION__OC07.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC07","https://commons.wikimedia.org/wiki/File:Border_Design_from_a_Classical_Frieze,_Decorated_with_Vines_and_Leaves_MET_DP804426.jpg","CC0","monochrome continuous acanthus band, but dense leaf masses obscure the main stem","65988c43e9bbcc74500aca44be03cc9e0d3a6ca69e9c3d4657b1b09b06285fb6","1499994","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_010__OPEN_COLLECTION__OC07.jpg"
"B4-036","B4_036__02_AUX_011__OPEN_COLLECTION__OC09.jpg","web_batch4_20260716","02_AUX_011__OPEN_COLLECTION__OC09.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC09","https://collection.cooperhewitt.org/view/objects/asitem/id/18526","CC0","monochrome acanthus rinceau, but architectural, vessel, and fruit details weaken direct structural use","65b8932c09a37bbdfac69b927c53a4a9976e09924eaf425ee9993744903dfc27","2608516","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_011__OPEN_COLLECTION__OC09.jpg"
"B4-037","B4_037__02_AUX_012__OPEN_COLLECTION__OC10.jpg","web_batch4_20260716","02_AUX_012__OPEN_COLLECTION__OC10.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC10","https://collection.cooperhewitt.org/view/objects/asitem/id/25008","CC0","flat two-colour foliage border; useful only after line-art reconstruction","2b6eb19a2bc3b4ba1707f8a3c8bface13e03264d52f1dc0496139d4138f03bc6","2963746","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_012__OPEN_COLLECTION__OC10.jpg"
"B4-038","B4_038__02_AUX_013__OPEN_COLLECTION__OC11.jpg","web_batch4_20260716","02_AUX_013__OPEN_COLLECTION__OC11.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC11","https://collection.cooperhewitt.org/view/objects/asitem/id/160894","CC0","top copy of a duplicated colour repeat; bottom duplicate removed","772cde59bd0fdf1a77935ec26b490f65d537d2a57711a175689b4ccac8d74270","1669963","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_013__OPEN_COLLECTION__OC11.jpg"
"B4-039","B4_039__02_AUX_014__OPEN_COLLECTION__OC12.jpg","web_batch4_20260716","02_AUX_014__OPEN_COLLECTION__OC12.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC12","https://collection.cooperhewitt.org/view/objects/asitem/id/160590","CC0","low-contrast colour floral scroll; reconstruction reference only","fbdf00cf371de2cb9a97a3c045aee052daa0568db767eabcdb354d5fde9891ef","1624610","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_014__OPEN_COLLECTION__OC12.jpg"
"B4-040","B4_040__02_AUX_015__OPEN_COLLECTION__OC13.jpg","web_batch4_20260716","02_AUX_015__OPEN_COLLECTION__OC13.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC13","https://collection.cooperhewitt.org/view/objects/asitem/id/149106","CC0","flat colour plant scroll with clear main curls and flower attachments","027514c043601946cc1856039a7d88219719c13d6c584d1ac67c6304e0420e3f","2607045","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_015__OPEN_COLLECTION__OC13.jpg"
"B4-041","B4_041__02_AUX_016__OPEN_COLLECTION__OC14.jpg","web_batch4_20260716","02_AUX_016__OPEN_COLLECTION__OC14.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC14","https://collection.cooperhewitt.org/view/objects/asitem/id/161117","CC0","top copy of a duplicated colour floral scroll; bottom duplicate removed","ce96a990fa4a9240a3175d4e816a9149e534ca86cff1894b4306b6da708fa4ca","1341627","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_016__OPEN_COLLECTION__OC14.jpg"
"B4-042","B4_042__02_AUX_017__OPEN_COLLECTION__OC15.jpg","web_batch4_20260716","02_AUX_017__OPEN_COLLECTION__OC15.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC15","https://collection.cooperhewitt.org/view/objects/asitem/id/161146","CC0","top copy of a duplicated blue floral scroll; bottom duplicate removed","c716d126b202c98c3be0bdab76e43701d3d14de43342dfb7b30e185b192ea424","1550751","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_017__OPEN_COLLECTION__OC15.jpg"
"B4-043","B4_043__02_AUX_018__OPEN_COLLECTION__OC16.jpg","web_batch4_20260716","02_AUX_018__OPEN_COLLECTION__OC16.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC16","https://collection.cooperhewitt.org/view/objects/asitem/id/161106","CC0","top copy of a duplicated low-contrast floral band; reconstruction reference only","30387fa0305751cd7d884803ee5d89a6767f283bb7713bf91ecc76d566d2c5b1","1235148","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_018__OPEN_COLLECTION__OC16.jpg"
"B4-044","B4_044__02_AUX_019__OPEN_COLLECTION__OC17.jpg","web_batch4_20260716","02_AUX_019__OPEN_COLLECTION__OC17.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC17","https://collection.cooperhewitt.org/view/objects/asitem/id/160769","CC0","large flat colour rinceau with visible plant hierarchy but dense bouquet masses","d5e4adc4e181fa1a26691515fe50a04c7fee0fe1a91b461f9d9201d0e5bb0249","2635557","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_019__OPEN_COLLECTION__OC17.jpg"
"B4-045","B4_045__02_AUX_020__OPEN_COLLECTION__OC18.jpg","web_batch4_20260716","02_AUX_020__OPEN_COLLECTION__OC18.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC18","https://collection.cooperhewitt.org/view/objects/asitem/id/161113","CC0","top copy of a duplicated green flower-vine repeat; bottom duplicate removed","3a60668a4f6aa81327b8eeec81f4db89f73f3a076699725b5256487de97fcc82","1396447","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_020__OPEN_COLLECTION__OC18.jpg"
"B4-046","B4_046__02_AUX_021__OPEN_COLLECTION__OC19.jpg","web_batch4_20260716","02_AUX_021__OPEN_COLLECTION__OC19.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC19","https://collection.cooperhewitt.org/view/objects/asitem/id/149108","CC0","flat colour acanthus scroll; strong silhouette but not line art","e38a9df9bca1a62a512eebb4c2ab252a5a89367f34972668ca677141003ff882","1073798","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_021__OPEN_COLLECTION__OC19.jpg"
"B4-047","B4_047__02_AUX_022__OPEN_COLLECTION__OC20.jpg","web_batch4_20260716","02_AUX_022__OPEN_COLLECTION__OC20.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC20","https://collection.cooperhewitt.org/view/objects/asitem/id/161112","CC0","top copy of a duplicated stylized flower-vine repeat; low contrast","8709feca56a567367a61e0998c7e23df9e019858830300a44513c5d1a720688a","1167957","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_022__OPEN_COLLECTION__OC20.jpg"
"B4-048","B4_048__02_AUX_023__OPEN_COLLECTION__OC21.jpg","web_batch4_20260716","02_AUX_023__OPEN_COLLECTION__OC21.jpg","auxiliary","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC21","https://collection.cooperhewitt.org/view/objects/asitem/id/110212","CC0","flat colour flower-and-acanthus border with clear continuous support stem","d46117f345c99299587ef944755062393c6f5e3a2be72afe167c7ca36d1de2a6","1285439","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\02_AUX_023__OPEN_COLLECTION__OC21.jpg"
